'label','"Essential"','"Ambiguous-Essential"','"Non-Essential"','"Adaptins"','"Protein Kinases"','"Other kinases"','"Polymerases"','"Cyclins"','"Histones"','"Transcription factors"','"GTPase activating proteins (GAPs)"','"ATPases"','"Protein phosphatases"','"Molecular chaperones"','"Peptidyl-Prolyl-Isomerases"','"Motorproteins"','"Major facilitator superfamily proteins (MFS)"','"Nucleases"','"Proteases"','"GTP/GDP-exchange factors (GEFs)"','"GTP-binding proteins"','"Ubiquitin-system proteins"','"Actin related proteins"','"GTP/GDP dissociation inhibitors (GDIs)"','"Tubulins"','"Arginine-specific carbamoylphosphate synthase"','"Glucan synthases"','"Cyclin-CDK (Cyclin-dependent kinases) complexes"','"Succinyl-CoA ligase"','"SCF (Skp1-Cdc53-F-box protein) complexes"','"Replication complexes"','"Serine/threonine phoshpoprotein phosphatase"','"Exocyst complex"','"Arginase"','"Nonsense-mediated mRNA decay pathway complex"','"delta3-cis-delta2-trans-enoyl-CoA isomerase"','"Kel1p/Kel2p complex"','"Proteasome"','"Nucleosomal protein complex"','"Histone acetyltransferase complexes"','"Alpha, alpha-trehalose-phosphate synthase"','"Endonuclease SceI, mitochondrial"','"Synaptonemal complex (SC)"','"H+-transporting ATPase, vacuolar"','"Acetolactate synthase"','"2-oxoglutarate dehydrogenase"','"cAMP-dependent protein kinase"','"Translocon"','"Nuclear pore complex (NPC)"','"RSC complex (Remodel the structure of chromatin)"','"Fatty acid synthetase, cytoplasmic"','"Cytoskeleton"','"Transcription complexes/Transcriptosome"','"Pyruvate dehydrogenase"','"Prenyltransferases"','"Kinetochore protein complexes"','"Calcineurin B"','"Anaphase promoting complex (APC)"','"Pyruvate kinase"','"Sister chromatid cohesion regulation complex"','"L-aminopadipate-semialdehyde dehydrogenase"','"Nem1p-Spo7p complex"','"Mitochondrial translocase complex"','"Proteases, mitochondrial"','"Assembly complexes"','"RNA processing complexes"','"Chaperonine containing T-complex TRiC (TCP RING Complex)"','"Ribonucleoside-diphosphate reductase"','"Translation complexes"','"Respiration chain complexes"','"Casein kinase"','"Histone deacetylase complexes"','"Gim complexes"','"Phosphofructokinase"','"Intracellular transport complexes"','"Sensitivity to aminoacid analogs and other drugs"','"Nucleic acid metabolism defects"','"Auxotrophies, carbon and"','"Sensitivity to immunosuppressants"','"Sensitivity to antibiotics"','"Stress response defects"','"Conditional phenotypes"','"Cell cycle defects"','"Mating and sporulation defects"','"Carbohydrate and lipid biosynthesis defects"','"Cell morphology and organelle mutants"','"PS00770"','"PS00332"','"PS00600"','"PS00723"','"PS01248"','"PS00344"','"PS00368"','"PS01119"','"PS00521"','"PS01215"','"PS00411"','"PS01077"','"PS00510"','"PS00733"','"PS00973"','"PS00636"','"PS00199"','"PS00373"','"PS00396"','"PS00105"','"PS01188"','"PS00198"','"PS00129"','"PS00466"','"PS00434"','"PS00013"','"PS00388"','"PS00020"','"PS00123"','"PS00825"','"PS00059"','"PS00595"','"PS00486"','"PS00071"','"PS00098"','"PS00133"','"PS00030"','"PS00813"','"PS00720"','"PS00737"','"PS00038"','"PS00351"','"PS00022"','"PS00213"','"PS01036"','"PS00518"','"PS00469"','"PS00841"','"PS01168"','"PS00446"','"PS00294"','"PS00389"','"PS00190"','"PS00014"','"PS00753"','"PS00748"','"PS00933"','"PS00231"','"PS00152"','"PS01000"','"PS00334"','"PS00867"','"PS01166"','"PS00218"','"PS00108"','"PS00329"','"PS00019"','"PS00678"','"PS00633"','"PS01257"','"PS00564"','"PS00463"','"PS00350"','"PS00188"','"PS00690"','"PS00990"','"PS00915"','"PS00802"','"PS00125"','"PS00752"','"PS00824"','"PS00847"','"PS01001"','"PS00357"','"PS00056"','"PS01199"','"PS01030"','"PS00148"','"PS01101"','"PS00815"','"PS00115"','"PS00402"','"PS00211"','"PS00565"','"PS00866"','"PS00414"','"PS00889"','"PS00433"','"PS01154"','"PS00383"','"PS00685"','"PS00444"','"PS00292"','"PS00914"','"PS00297"','"PS00443"','"PS00801"','"PS00674"','"PS00036"','"PS00751"','"PS00955"','"PS00215"','"PS00816"','"PS00066"','"PS00216"','"PS01021"','"PS00340"','"PS01251"','"PS00126"','"PS00017"','"PS00442"','"PS00027"','"PS01152"','"PS01175"','"PS00783"','"PS00141"','"PS00074"','"PS00189"','"PS00455"','"PS00165"','"PS00566"','"PS00509"','"PS00293"','"PS00430"','"PS00097"','"PS00453"','"PS00750"','"PS00087"','"PS00228"','"PS00675"','"PS00037"','"PS00782"','"PS00991"','"PS00954"','"PS00845"','"PS00046"','"PS00298"','"PS00300"','"PS01132"','"PS01216"','"PS00191"','"PS00581"','"PS00993"','"PS00339"','"PS00976"','"PS00170"','"PS00479"','"PS00227"','"PS00554"','"PS00470"','"PS00916"','"PS00821"','"PS00047"','"PS00110"','"PS00179"','"PS00957"','"PS00178"','"PS01088"','"PS00868"','"PS00399"','"PS00058"','"PS00194"','"PS00904"','"PS00888"','"PS00697"','"PS00301"','"PS00217"','"PS00606"','"PS00627"','"PS00378"','"PS00039"','"PS01186"','"PS00136"','"PS01020"','"PS00417"','"PS00018"','"PS00929"','"PS00167"','"PS00961"','"PS00637"','"PS00959"','"PS00051"','"PS00324"','"PS00526"','"PS00749"','"PS00107"','"PS00989"','"PS01089"','"PS00187"','"PS00741"','"PS00709"','"PS00686"','"PS00177"','"PS00197"','"PS00626"','"PS00050"','"PS00137"','"PS00200"','"PS01118"','"PS00284"','"PS00333"','"PS00225"','"PS00147"','"PS01145"','"PS00504"','"PS00646"','"PS00410"','"PS01067"','"PS00063"','"PS00044"','"PS00176"','"PS00343"','"PS00322"','"PS00168"','"PS00454"','"PS00975"','"PS01082"','"PS01159"','"PS00822"','"PS00842"','"PS00028"','"PS00854"','"PS00012"','"PS00387"','"PS00681"','"12"','"1"','"10"','"6"','"7"','"14"','"15"','"4"','"5"','"13"','"11"','"8"','"9"','"2"','"3"','"16"','"PROTEIN DESTINATION"','"ENERGY"','"TRANSCRIPTION"','"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"','"CELLULAR TRANSPORT AND TRANSPORTMECHANISMS"','"CELLULAR BIOGENESIS (proteins are not localized to the corresponding organelle)"','"CELL RESCUE, DEFENSE, CELL DEATH AND AGEING"','"METABOLISM"','"TRANSPORT FACILITATION"','"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS"','"PROTEIN SYNTHESIS"','"CELLULAR COMMUNICATION/SIGNAL TRANSDUCTION"','"IONIC HOMEOSTASIS"',locatie
"G234064",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,"cytoplasm."
"G234065",False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,True,False,False,False,False,False,False,"cytoplasm."
"G234070",False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,"cytoskeleton."
"G234073",False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,"cytoplasm."
"G234074",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,"cytoplasm."
"G234076",False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,"nucleus."
"G234084",False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,"cytoplasm."
"G234085",False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,"nucleus."
"G234089",False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,"plasma membrane."
"G234093",False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,"nucleus."
